video_id,subject,action,start,end,confidence,camera
0004-L,4,15,3058,3107,2,1
0004-L,4,7,3273,3330,2,1
0004-L,4,5,3513,3574,2,1
0004-L,4,36,3667,3711,2,1
0004-L,4,49,3780,3877,1,1
0004-L,4,50,4045,4138,1,1
0004-L,4,2,4304,4418,2,1
0004-M,4,32,128,189,2,2
0004-M,4,4,369,413,2,2
0004-M,4,31,652,783,2,2
0004-M,4,38,1530,1579,2,2
0004-M,4,23,1660,1772,2,2
0004-M,4,39,1845,1926,2,2
0004-M,4,29,2016,2072,2,2
0004-M,4,46,2186,2252,2,2
0004-M,4,47,2419,2534,1,2
0004-M,4,1,2870,2917,2,2
0004-M,4,15,3015,3078,2,2
0004-M,4,7,3232,3286,2,2
0004-M,4,5,3506,3529,2,2
0004-M,4,36,3626,3670,2,2
0004-M,4,49,3738,3833,2,2
0004-M,4,50,3990,4098,1,2
0004-M,4,2,4260,4373,2,2
0004-R,4,32,132,189,2,3
0004-R,4,4,368,423,2,3
0004-R,4,31,657,773,2,3
0004-R,4,38,1550,1590,2,3
0004-R,4,23,1682,1788,2,3
0004-R,4,39,1856,1934,2,3
0004-R,4,29,2047,2081,2,3
0004-R,4,46,2201,2268,2,3
0004-R,4,47,2419,2541,1,3
0004-R,4,1,2880,2929,2,3
0004-R,4,15,3015,3108,2,3
0004-R,4,7,3237,3294,2,3
0004-R,4,5,3481,3540,2,3
0004-R,4,36,3635,3684,2,3
0004-R,4,49,3750,3849,2,3
0004-R,4,50,3990,4118,1,3
0004-R,4,2,4266,4376,2,3
0005-L,5,26,229,293,2,1
0005-L,5,18,377,423,2,1
0005-L,5,27,462,488,0,1
0005-L,5,21,596,666,2,1
0005-L,5,24,819,870,2,1
0005-L,5,16,983,1083,2,1
0005-L,5,12,1170,1256,2,1
0005-L,5,14,1295,1367,2,1
0005-M,5,26,217,295,2,2
0005-M,5,18,381,412,2,2
0005-M,5,27,463,508,0,2
0005-M,5,21,606,683,2,2
0005-M,5,24,822,881,2,2
0005-M,5,16,976,1098,2,2
0005-M,5,12,1171,1257,2,2
0005-M,5,14,1294,1381,2,2
0005-R,5,26,202,281,2,3
0005-R,5,18,374,416,2,3
0005-R,5,27,456,518,0,3
0005-R,5,21,599,680,2,3
0005-R,5,24,820,882,2,3
0005-R,5,16,979,1102,2,3
0005-R,5,12,1179,1264,2,3
0005-R,5,14,1296,1390,2,3
0006-L,6,24,114,162,2,1
0006-L,6,12,343,435,2,1
0006-L,6,21,519,597,2,1
0006-L,6,27,637,694,0,1
0006-L,6,26,760,834,2,1
0006-L,6,18,1078,1101,2,1
0006-L,6,14,1177,1259,2,1
0006-L,6,16,1341,1424,2,1
0006-M,6,24,111,156,2,2
0006-M,6,12,332,424,2,2
0006-M,6,21,504,569,2,2
0006-M,6,27,619,676,0,2
0006-M,6,26,741,815,2,2
0006-M,6,18,1053,1076,2,2
0006-M,6,14,1149,1231,2,2
0006-M,6,16,1314,1392,2,2
0006-R,6,24,118,166,2,3
0006-R,6,12,348,443,2,3
0006-R,6,21,526,591,2,3
0006-R,6,27,643,699,0,3
0006-R,6,26,767,844,2,3
0006-R,6,18,1092,1115,2,3
0006-R,6,14,1190,1279,2,3
0006-R,6,16,1350,1441,2,3
0007-L,7,50,133,220,1,1
0007-L,7,3,349,503,2,1
0007-L,7,2,614,771,2,1
0007-L,7,48,902,1245,2,1
0007-L,7,47,1288,1443,2,1
0007-L,7,37,1508,1639,2,1
0007-L,7,33,1857,1899,2,1
0007-L,7,6,2143,2272,2,1
0007-L,7,7,2384,2470,2,1
0007-L,7,13,2532,2642,2,1
0007-L,7,17,2685,2730,2,1
0007-L,7,36,2820,2889,1,1
0007-L,7,49,2889,3024,2,1
0007-L,7,30,3126,3306,2,1
0007-L,7,51,3406,3514,2,1
0007-L,7,46,3620,3660,2,1
0007-L,7,40,3773,3893,2,1
0007-L,7,1,4010,4054,2,1
0007-L,7,5,4126,4230,2,1
0007-M,7,50,133,220,1,2
0007-M,7,3,344,501,2,2
0007-M,7,2,607,767,2,2
0007-M,7,48,898,1235,2,2
0007-M,7,47,1279,1427,2,2
0007-M,7,37,1520,1628,2,2
0007-M,7,33,1857,1896,2,2
0007-M,7,6,2139,2255,2,2
0007-M,7,7,2367,2452,2,2
0007-M,7,13,2515,2630,2,2
0007-M,7,17,2667,2722,2,2
0007-M,7,36,2802,2877,1,2
0007-M,7,49,2877,2983,2,2
0007-M,7,30,3108,3285,2,2
0007-M,7,51,3386,3490,2,2
0007-M,7,46,3596,3628,2,2
0007-M,7,40,3758,3864,2,2
0007-M,7,1,3981,4031,2,2
0007-M,7,5,4098,4200,2,2
0007-R,7,50,133,220,1,3
0007-R,7,3,344,506,2,3
0007-R,7,2,616,776,2,3
0007-R,7,48,906,1240,2,3
0007-R,7,47,1287,1439,2,3
0007-R,7,37,1505,1641,2,3
0007-R,7,33,1866,1894,2,3
0007-R,7,6,2147,2311,2,3
0007-R,7,7,2379,2460,2,3
0007-R,7,13,2515,2630,2,3
0007-R,7,17,2667,2732,2,3
0007-R,7,36,2813,2885,1,3
0007-R,7,49,2920,2993,2,3
0007-R,7,30,3138,3298,2,3
0007-R,7,51,3394,3502,2,3
0007-R,7,46,3613,3644,2,3
0007-R,7,40,3768,3875,2,3
0007-R,7,1,3992,4036,2,3
0007-R,7,5,4108,4217,2,3
0008-L,8,32,102,157,2,1
0008-L,8,4,222,274,2,1
0008-L,8,31,381,478,2,1
0008-L,8,38,564,607,2,1
0008-L,8,23,702,834,2,1
0008-L,8,29,958,994,2,1
0008-L,8,9,1228,1269,2,1
0008-L,8,22,1379,1402,2,1
0008-L,8,19,1538,1614,2,1
0008-L,8,41,1720,1778,2,1
0008-L,8,8,1868,2013,2,1
0008-L,8,10,2038,2238,2,1
0008-L,8,44,2294,2428,1,1
0008-L,8,11,2463,2495,2,1
0008-L,8,17,2611,2688,2,1
0008-L,8,45,2773,2862,2,1
0008-L,8,42,2891,3006,2,1
0008-L,8,43,3047,3183,2,1
0008-M,8,32,102,157,2,2
0008-M,8,4,215,260,2,2
0008-M,8,31,378,471,2,2
0008-M,8,38,574,607,2,2
0008-M,8,23,700,827,2,2
0008-M,8,29,925,986,2,2
0008-M,8,9,1217,1263,2,2
0008-M,8,22,1350,1435,2,2
0008-M,8,19,1538,1614,2,2
0008-M,8,41,1713,1771,2,2
0008-M,8,8,1858,2004,2,2
0008-M,8,10,2057,2226,2,2
0008-M,8,44,2286,2408,1,2
0008-M,8,11,2454,2493,2,2
0008-M,8,17,2596,2688,2,2
0008-M,8,45,2766,2855,2,2
0008-M,8,42,2888,2987,2,2
0008-M,8,43,3035,3172,2,2
0008-R,8,32,102,161,2,3
0008-R,8,4,218,269,2,3
0008-R,8,31,372,466,2,3
0008-R,8,38,564,607,2,3
0008-R,8,23,707,831,2,3
0008-R,8,29,951,972,2,3
0008-R,8,9,1212,1256,2,3
0008-R,8,22,1350,1435,2,3
0008-R,8,19,1538,1614,2,3
0008-R,8,41,1710,1770,2,3
0008-R,8,8,1861,2002,2,3
0008-R,8,10,2060,2224,2,3
0008-R,8,44,2284,2393,1,3
0008-R,8,11,2446,2479,2,3
0008-R,8,17,2596,2688,2,3
0008-R,8,45,2759,2847,2,3
0008-R,8,42,2877,2980,2,3
0008-R,8,43,3030,3150,2,3
0009-L,9,38,192,223,2,1
0009-L,9,23,306,447,2,1
0009-L,9,29,507,549,2,1
0009-L,9,48,675,981,2,1
0009-L,9,33,1004,1050,2,1
0009-L,9,34,1124,1147,2,1
0009-L,9,37,1240,1405,2,1
0009-L,9,36,1466,1572,2,1
0009-L,9,49,1594,1686,2,1
0009-L,9,51,1781,1910,2,1
0009-L,9,30,2014,2180,2,1
0009-L,9,46,2295,2351,2,1
0009-L,9,19,2609,2646,2,1
0009-L,9,25,2726,2790,2,1
0009-L,9,1,2826,2874,2,1
0009-L,9,8,2980,3144,2,1
0009-L,9,3,3264,3487,2,1
0009-L,9,2,3579,3812,2,1
0009-L,9,10,3905,4089,2,1
0009-L,9,47,4225,4397,2,1
0009-L,9,38,4472,4500,2,1
0009-L,9,39,4597,4803,2,1
0009-L,9,29,4912,4953,2,1
0009-M,9,38,192,214,2,2
0009-M,9,23,297,440,2,2
0009-M,9,29,500,539,2,2
0009-M,9,48,666,968,2,2
0009-M,9,33,997,1029,2,2
0009-M,9,34,1120,1145,2,2
0009-M,9,37,1231,1395,2,2
0009-M,9,36,1457,1563,2,2
0009-M,9,49,1577,1670,2,2
0009-M,9,51,1766,1897,2,2
0009-M,9,30,2000,2172,2,2
0009-M,9,46,2285,2342,2,2
0009-M,9,19,2578,2643,2,2
0009-M,9,25,2710,2775,2,2
0009-M,9,1,2812,2857,2,2
0009-M,9,8,2959,3122,2,2
0009-M,9,3,3247,3465,2,2
0009-M,9,2,3552,3777,2,2
0009-M,9,10,3864,4045,2,2
0009-M,9,47,4189,4351,2,2
0009-M,9,38,4431,4460,2,2
0009-M,9,39,4551,4754,2,2
0009-M,9,29,4875,4910,2,2
0009-R,9,38,192,223,2,3
0009-R,9,23,306,454,2,3
0009-R,9,29,507,549,2,3
0009-R,9,48,666,995,2,3
0009-R,9,33,1020,1056,2,3
0009-R,9,34,1143,1164,2,3
0009-R,9,37,1263,1424,2,3
0009-R,9,36,1487,1593,2,3
0009-R,9,49,1606,1700,2,3
0009-R,9,51,1805,1939,2,3
0009-R,9,30,2050,2215,2,3
0009-R,9,46,2338,2394,2,3
0009-R,9,19,2643,2707,2,3
0009-R,9,25,2775,2853,2,3
0009-R,9,1,2882,2925,2,3
0009-R,9,8,3030,3194,2,3
0009-R,9,3,3322,3549,2,3
0009-R,9,2,3637,3867,2,3
0009-R,9,10,3959,4145,2,3
0009-R,9,47,4283,4450,2,3
0009-R,9,38,4532,4565,2,3
0009-R,9,39,4657,4864,2,3
0009-R,9,29,4981,5022,2,3
0010-L,10,50,125,216,2,1
0010-L,10,6,258,360,2,1
0010-L,10,32,402,471,2,1
0010-L,10,4,586,671,2,1
0010-L,10,40,795,874,2,1
0010-L,10,9,1190,1214,2,1
0010-L,10,41,1329,1390,2,1
0010-L,10,42,1466,1580,2,1
0010-L,10,31,1616,1697,2,1
0010-L,10,15,1727,1821,2,1
0010-L,10,13,1891,2001,2,1
0010-L,10,45,2015,2154,2,1
0010-L,10,43,2223,2372,2,1
0010-L,10,11,2510,2545,2,1
0010-L,10,7,2728,2802,2,1
0010-L,10,38,2898,2934,2,1
0010-L,10,20,3022,3277,2,1
0010-L,10,29,3400,3456,2,1
0010-L,10,22,3576,3630,2,1
0010-L,10,44,3733,3858,1,1
0010-L,10,17,3882,3944,2,1
0010-L,10,5,3990,4124,2,1
0010-M,10,50,116,215,2,2
0010-M,10,6,258,356,2,2
0010-M,10,32,400,471,2,2
0010-M,10,4,586,652,2,2
0010-M,10,40,788,867,2,2
0010-M,10,9,1175,1211,2,2
0010-M,10,41,1317,1394,2,2
0010-M,10,42,1460,1580,2,2
0010-M,10,31,1607,1687,2,2
0010-M,10,15,1692,1812,2,2
0010-M,10,13,1879,1991,2,2
0010-M,10,45,2003,2138,2,2
0010-M,10,43,2206,2340,2,2
0010-M,10,11,2478,2527,2,2
0010-M,10,7,2702,2784,2,2
0010-M,10,38,2882,2912,2,2
0010-M,10,20,3014,3247,2,2
0010-M,10,29,3388,3429,2,2
0010-M,10,22,3522,3598,2,2
0010-M,10,44,3705,3817,1,2
0010-M,10,17,3849,3902,2,2
0010-M,10,5,3961,4094,2,2
0010-R,10,50,116,235,2,3
0010-R,10,6,269,372,2,3
0010-R,10,32,413,485,2,3
0010-R,10,4,598,676,2,3
0010-R,10,40,799,873,2,3
0010-R,10,9,1201,1227,2,3
0010-R,10,41,1349,1406,2,3
0010-R,10,42,1491,1608,2,3
0010-R,10,31,1635,1717,2,3
0010-R,10,15,1742,1842,2,3
0010-R,10,13,1879,2031,2,3
0010-R,10,45,2034,2155,2,3
0010-R,10,43,2236,2377,2,3
0010-R,10,11,2516,2557,2,3
0010-R,10,7,2743,2818,2,3
0010-R,10,38,2905,2955,2,3
0010-R,10,20,3036,3303,2,3
0010-R,10,29,3432,3477,2,3
0010-R,10,22,3575,3656,2,3
0010-R,10,44,3754,3880,1,3
0010-R,10,17,3902,3984,2,3
0010-R,10,5,4015,4157,2,3
0011-L,11,38,84,114,2,1
0011-L,11,23,241,444,2,1
0011-L,11,29,463,497,2,1
0011-L,11,48,641,972,2,1
0011-L,11,37,1047,1308,2,1
0011-L,11,33,1394,1437,2,1
0011-L,11,36,1530,1614,2,1
0011-L,11,49,1668,1756,1,1
0011-L,11,34,1845,1867,2,1
0011-L,11,51,2034,2143,2,1
0011-L,11,30,2241,2469,2,1
0011-L,11,46,2589,2659,2,1
0011-L,11,18,2774,2893,0,1
0011-L,11,35,2923,3088,0,1
0011-L,11,19,3125,3174,2,1
0011-L,11,25,3288,3364,1,1
0011-L,11,1,3477,3520,2,1
0011-L,11,8,3664,3802,2,1
0011-L,11,3,3883,4028,2,1
0011-L,11,2,4122,4267,2,1
0011-L,11,10,4335,4555,2,1
0011-L,11,47,4705,4858,2,1
0011-L,11,38,4963,4996,2,1
0011-L,11,39,5068,5161,2,1
0011-M,11,38,84,114,2,2
0011-M,11,23,241,430,2,2
0011-M,11,29,451,480,2,2
0011-M,11,48,623,938,2,2
0011-M,11,37,1010,1223,2,2
0011-M,11,33,1350,1390,2,2
0011-M,11,36,1488,1575,1,2
0011-M,11,49,1626,1711,1,2
0011-M,11,34,1810,1832,2,2
0011-M,11,51,2041,2125,2,2
0011-M,11,30,2188,2457,2,2
0011-M,11,46,2555,2631,2,2
0011-M,11,18,2742,2889,0,2
0011-M,11,35,2915,2996,0,2
0011-M,11,19,3105,3155,2,2
0011-M,11,25,3253,3329,1,2
0011-M,11,1,3443,3504,2,2
0011-M,11,8,3636,3776,2,2
0011-M,11,3,3850,4000,2,2
0011-M,11,2,4097,4238,2,2
0011-M,11,10,4299,4524,2,2
0011-M,11,47,4673,4819,2,2
0011-M,11,38,4926,4956,2,2
0011-M,11,39,5036,5112,2,2
0011-R,11,38,84,114,2,3
0011-R,11,23,230,442,2,3
0011-R,11,29,460,493,2,3
0011-R,11,48,636,971,2,3
0011-R,11,37,1036,1303,2,3
0011-R,11,33,1392,1421,2,3
0011-R,11,36,1526,1609,1,3
0011-R,11,49,1662,1751,1,3
0011-R,11,34,1843,1861,2,3
0011-R,11,51,2032,2142,2,3
0011-R,11,30,2235,2455,2,3
0011-R,11,46,2592,2663,2,3
0011-R,11,18,2775,2931,0,3
0011-R,11,35,2952,3035,0,3
0011-R,11,19,3105,3185,2,3
0011-R,11,25,3303,3389,1,3
0011-R,11,1,3483,3535,2,3
0011-R,11,8,3683,3817,2,3
0011-R,11,3,3895,4044,2,3
0011-R,11,2,4137,4279,2,3
0011-R,11,10,4342,4562,2,3
0011-R,11,47,4708,4857,2,3
0011-R,11,38,4966,4997,2,3
0011-R,11,39,5072,5162,2,3
0012-L,12,50,82,216,2,1
0012-L,12,6,251,346,2,1
0012-L,12,32,439,526,2,1
0012-L,12,4,584,670,2,1
0012-L,12,40,841,963,2,1
0012-L,12,9,1170,1223,2,1
0012-L,12,41,1332,1437,2,1
0012-L,12,45,1513,1655,2,1
0012-L,12,15,1880,2018,2,1
0012-L,12,13,2048,2171,2,1
0012-L,12,45,2214,2352,2,1
0012-L,12,43,2430,2567,2,1
0012-L,12,11,2640,2691,2,1
0012-L,12,7,2913,2980,2,1
0012-L,12,38,3139,3167,2,1
0012-L,12,20,3335,3504,2,1
0012-L,12,29,3560,3600,2,1
0012-L,12,22,3664,3974,1,1
0012-L,12,44,4087,4313,0,1
0012-L,12,17,4321,4400,2,1
0012-L,12,5,4481,4538,2,1
0012-M,12,50,82,195,2,2
0012-M,12,6,234,332,2,2
0012-M,12,32,421,504,2,2
0012-M,12,4,562,640,2,2
0012-M,12,40,823,946,2,2
0012-M,12,9,1148,1204,2,2
0012-M,12,41,1310,1394,2,2
0012-M,12,45,1477,1614,2,2
0012-M,12,15,1844,1977,2,2
0012-M,12,13,2000,2117,2,2
0012-M,12,45,2159,2289,2,2
0012-M,12,43,2366,2493,2,2
0012-M,12,11,2569,2628,2,2
0012-M,12,7,2837,2908,2,2
0012-M,12,38,3063,3089,2,2
0012-M,12,20,3253,3435,2,2
0012-M,12,29,3479,3528,2,2
0012-M,12,22,3575,3906,1,2
0012-M,12,44,4019,4251,0,2
0012-M,12,17,4273,4346,2,2
0012-M,12,5,4416,4473,2,2
0012-R,12,50,82,219,2,3
0012-R,12,6,253,352,2,3
0012-R,12,32,445,531,2,3
0012-R,12,4,580,680,2,3
0012-R,12,40,880,998,2,3
0012-R,12,9,1191,1239,2,3
0012-R,12,41,1358,1426,2,3
0012-R,12,45,1532,1664,2,3
0012-R,12,15,1904,2038,2,3
0012-R,12,13,2073,2199,2,3
0012-R,12,45,2232,2375,2,3
0012-R,12,43,2442,2581,2,3
0012-R,12,11,2655,2706,2,3
0012-R,12,7,2929,2993,2,3
0012-R,12,38,3130,3195,1,3
0012-R,12,20,3253,3520,2,3
0012-R,12,29,3570,3599,2,3
0012-R,12,22,3639,3982,1,3
0012-R,12,44,4096,4322,0,3
0012-R,12,17,4323,4426,2,3
0012-R,12,5,4487,4538,2,3
0013-L,13,50,65,184,2,1
0013-L,13,3,258,411,2,1
0013-L,13,2,482,642,2,1
0013-L,13,48,715,971,2,1
0013-L,13,47,1076,1258,2,1
0013-L,13,37,1302,1464,2,1
0013-L,13,25,1607,1752,2,1
0013-L,13,33,1837,1869,2,1
0013-L,13,34,2019,2036,2,1
0013-L,13,6,2178,2328,1,1
0013-L,13,7,2401,2501,2,1
0013-L,13,13,2545,2667,2,1
0013-L,13,17,2825,2874,2,1
0013-L,13,36,2956,3046,2,1
0013-L,13,49,3066,3153,2,1
0013-L,13,30,3280,3384,2,1
0013-L,13,51,3491,3635,2,1
0013-L,13,46,3746,3819,2,1
0013-L,13,40,3963,4331,1,1
0013-L,13,28,4348,4475,0,1
0013-L,13,35,4515,4606,0,1
0013-L,13,1,4736,4786,2,1
0013-L,13,5,4872,4954,2,1
0013-M,13,50,65,184,2,2
0013-M,13,3,244,395,2,2
0013-M,13,2,508,631,2,2
0013-M,13,48,691,926,2,2
0013-M,13,47,1036,1206,2,2
0013-M,13,37,1262,1426,2,2
0013-M,13,25,1552,1707,2,2
0013-M,13,33,1792,1826,2,2
0013-M,13,34,1967,1991,2,2
0013-M,13,6,2128,2261,1,2
0013-M,13,7,2335,2433,2,2
0013-M,13,13,2462,2586,2,2
0013-M,13,17,2719,2791,2,2
0013-M,13,36,2869,2960,2,2
0013-M,13,49,2983,3061,2,2
0013-M,13,30,3189,3291,2,2
0013-M,13,51,3393,3542,2,2
0013-M,13,46,3654,3727,2,2
0013-M,13,40,3872,4261,1,2
0013-M,13,28,4266,4380,0,2
0013-M,13,35,4429,4522,0,2
0013-M,13,1,4647,4695,2,2
0013-M,13,5,4782,4851,2,2
0013-R,13,50,65,208,2,3
0013-R,13,3,282,443,2,3
0013-R,13,2,517,667,2,3
0013-R,13,48,760,1024,2,3
0013-R,13,47,1099,1265,2,3
0013-R,13,37,1325,1495,2,3
0013-R,13,25,1602,1787,2,3
0013-R,13,33,1863,1891,2,3
0013-R,13,34,2047,2066,2,3
0013-R,13,6,2204,2351,1,3
0013-R,13,7,2426,2520,2,3
0013-R,13,13,2562,2686,2,3
0013-R,13,17,2789,2891,2,3
0013-R,13,36,2973,3054,2,3
0013-R,13,49,3084,3165,2,3
0013-R,13,30,3299,3393,2,3
0013-R,13,51,3498,3640,2,3
0013-R,13,46,3751,3824,2,3
0013-R,13,40,3963,4326,1,3
0013-R,13,28,4340,4472,0,3
0013-R,13,35,4511,4607,0,3
0013-R,13,1,4733,4792,2,3
0013-R,13,5,4870,4952,2,3
0014-L,14,32,112,207,2,1
0014-L,14,4,260,314,2,1
0014-L,14,31,375,497,2,1
0014-L,14,38,534,570,2,1
0014-L,14,23,687,854,2,1
0014-L,14,29,870,900,2,1
0014-L,14,38,927,941,2,1
0014-L,14,39,956,1059,2,1
0014-L,14,20,1152,1274,2,1
0014-L,14,29,1315,1334,2,1
0014-L,14,7,1587,1685,2,1
0014-L,14,22,1765,1882,2,1
0014-L,14,19,1958,2010,2,1
0014-L,14,41,2070,2182,2,1
0014-L,14,8,2250,2389,2,1
0014-L,14,10,2420,2659,2,1
0014-L,14,44,2705,2852,0,1
0014-L,14,11,2885,2938,2,1
0014-L,14,15,3100,3223,2,1
0014-L,14,45,3264,3418,2,1
0014-L,14,42,3418,3565,1,1
0014-L,14,43,3565,3708,2,1
0014-M,14,32,112,207,2,2
0014-M,14,4,243,310,2,2
0014-M,14,31,363,480,2,2
0014-M,14,38,534,555,2,2
0014-M,14,23,663,824,2,2
0014-M,14,29,846,878,2,2
0014-M,14,38,880,903,2,2
0014-M,14,39,917,1010,2,2
0014-M,14,20,1107,1220,2,2
0014-M,14,29,1278,1297,2,2
0014-M,14,7,1530,1635,2,2
0014-M,14,22,1700,1804,2,2
0014-M,14,19,1890,1965,2,2
0014-M,14,41,2016,2084,2,2
0014-M,14,8,2188,2319,2,2
0014-M,14,10,2354,2584,2,2
0014-M,14,44,2624,2759,0,2
0014-M,14,11,2807,2857,2,2
0014-M,14,15,3014,3149,2,2
0014-M,14,45,3179,3326,2,2
0014-M,14,42,3326,3480,1,2
0014-M,14,43,3480,3637,2,2
0014-R,14,32,112,212,2,3
0014-R,14,4,252,325,2,3
0014-R,14,31,375,495,2,3
0014-R,14,38,534,563,2,3
0014-R,14,23,691,854,2,3
0014-R,14,29,866,885,2,3
0014-R,14,38,904,933,2,3
0014-R,14,39,950,1059,2,3
0014-R,14,20,1144,1274,2,3
0014-R,14,29,1305,1350,2,3
0014-R,14,7,1623,1679,2,3
0014-R,14,22,1770,1884,2,3
0014-R,14,19,1947,2040,2,3
0014-R,14,41,2086,2160,2,3
0014-R,14,8,2265,2401,2,3
0014-R,14,10,2437,2671,2,3
0014-R,14,44,2713,2853,0,3
0014-R,14,11,2899,2950,2,3
0014-R,14,15,3105,3257,2,3
0014-R,14,45,3281,3446,2,3
0014-R,14,42,3446,3590,1,3
0014-R,14,43,3592,3754,2,3
0015-L,15,24,102,176,2,1
0015-L,15,12,369,488,2,1
0015-L,15,21,603,678,2,1
0015-L,15,27,817,865,2,1
0015-L,15,26,1055,1112,2,1
0015-L,15,18,1324,1360,2,1
0015-L,15,14,1449,1548,2,1
0015-L,15,16,1577,1685,2,1
0015-M,15,24,108,185,2,2
0015-M,15,12,369,486,2,2
0015-M,15,21,586,668,2,2
0015-M,15,27,791,838,2,2
0015-M,15,26,1017,1077,1,2
0015-M,15,18,1279,1308,2,2
0015-M,15,14,1398,1494,2,2
0015-M,15,16,1519,1624,2,2
0015-R,15,24,107,185,2,3
0015-R,15,12,370,481,2,3
0015-R,15,21,582,663,2,3
0015-R,15,27,788,835,2,3
