video_id,subject,action,start,end,confidence,camera
0009-L,9,39,4597,4803,2,1
0009-L,9,29,4912,4953,2,1
0010-L,10,50,125,216,2,1
0010-L,10,6,258,360,2,1
0010-L,10,32,402,471,2,1
0010-L,10,4,586,671,2,1
0010-L,10,40,795,874,2,1
0010-L,10,9,1190,1214,2,1
0010-L,10,41,1329,1390,2,1
0010-L,10,42,1466,1580,2,1
0010-L,10,31,1616,1697,2,1
0010-L,10,15,1727,1821,2,1
0010-L,10,13,1891,2001,2,1
0010-L,10,45,2015,2154,2,1
0010-L,10,43,2223,2372,2,1
0010-L,10,11,2510,2545,2,1
0010-L,10,7,2728,2802,2,1
0010-L,10,38,2898,2934,2,1
0010-L,10,20,3022,3277,2,1
0010-L,10,29,3400,3456,2,1
0010-L,10,22,3576,3630,2,1
0010-L,10,44,3733,3858,1,1
0010-L,10,17,3882,3944,2,1
0010-L,10,5,3990,4124,2,1
0011-L,11,38,84,114,2,1
0011-L,11,23,241,444,2,1
0011-L,11,29,463,497,2,1
0011-L,11,48,641,972,2,1
0011-L,11,37,1047,1308,2,1
0011-L,11,33,1394,1437,2,1
0011-L,11,36,1530,1614,2,1
0011-L,11,49,1668,1756,1,1
0011-L,11,34,1845,1867,2,1
0011-L,11,51,2034,2143,2,1
0011-L,11,30,2241,2469,2,1
0011-L,11,46,2589,2659,2,1
0011-L,11,18,2774,2893,0,1
0011-L,11,35,2923,3088,0,1
0011-L,11,19,3125,3174,2,1
0011-L,11,25,3288,3364,1,1
0011-L,11,1,3477,3520,2,1
0011-L,11,8,3664,3802,2,1
0011-L,11,3,3883,4028,2,1
0011-L,11,2,4122,4267,2,1
0011-L,11,10,4335,4555,2,1
0011-L,11,47,4705,4858,2,1
0011-L,11,38,4963,4996,2,1
0011-L,11,39,5068,5161,2,1
0012-L,12,50,82,216,2,1
0012-L,12,6,251,346,2,1
0012-L,12,32,439,526,2,1
0012-L,12,4,584,670,2,1
0012-L,12,40,841,963,2,1
0012-L,12,9,1170,1223,2,1
0012-L,12,41,1332,1437,2,1
0012-L,12,45,1513,1655,2,1
0012-L,12,15,1880,2018,2,1
0012-L,12,13,2048,2171,2,1
0012-L,12,45,2214,2352,2,1
0012-L,12,43,2430,2567,2,1
0012-L,12,11,2640,2691,2,1
0012-L,12,7,2913,2980,2,1
0012-L,12,38,3139,3167,2,1
0012-L,12,20,3335,3504,2,1
0012-L,12,29,3560,3600,2,1
0012-L,12,22,3664,3974,1,1
0012-L,12,44,4087,4313,0,1
0012-L,12,17,4321,4400,2,1
0012-L,12,5,4481,4538,2,1
0013-L,13,50,65,184,2,1
0013-L,13,3,258,411,2,1
0013-L,13,2,482,642,2,1
0013-L,13,48,715,971,2,1
0013-L,13,47,1076,1258,2,1
0013-L,13,37,1302,1464,2,1
0013-L,13,25,1607,1752,2,1
0013-L,13,33,1837,1869,2,1
0013-L,13,34,2019,2036,2,1
0013-L,13,6,2178,2328,1,1
0013-L,13,7,2401,2501,2,1
0013-L,13,13,2545,2667,2,1
0013-L,13,17,2825,2874,2,1
0013-L,13,36,2956,3046,2,1
0013-L,13,49,3066,3153,2,1
0013-L,13,30,3280,3384,2,1
0013-L,13,51,3491,3635,2,1
0013-L,13,46,3746,3819,2,1
0013-L,13,40,3963,4331,1,1
0013-L,13,28,4348,4475,0,1
0013-L,13,35,4515,4606,0,1
0013-L,13,1,4736,4786,2,1
0013-L,13,5,4872,4954,2,1
0014-L,14,32,112,207,2,1
0014-L,14,4,260,314,2,1
0014-L,14,31,375,497,2,1
0014-L,14,38,534,570,2,1
0014-L,14,23,687,854,2,1
0014-L,14,29,870,900,2,1
0014-L,14,38,927,941,2,1
0014-L,14,39,956,1059,2,1
0014-L,14,20,1152,1274,2,1
0014-L,14,29,1315,1334,2,1
0014-L,14,7,1587,1685,2,1
0014-L,14,22,1765,1882,2,1
0014-L,14,19,1958,2010,2,1
0014-L,14,41,2070,2182,2,1
0014-L,14,8,2250,2389,2,1
0014-L,14,10,2420,2659,2,1
0014-L,14,44,2705,2852,0,1
0014-L,14,11,2885,2938,2,1
0014-L,14,15,3100,3223,2,1
0014-L,14,45,3264,3418,2,1
0014-L,14,42,3418,3565,1,1
0014-L,14,43,3565,3708,2,1
0015-L,15,24,102,176,2,1
0015-L,15,12,369,488,2,1
0015-L,15,21,603,678,2,1
0015-L,15,27,817,865,2,1
0015-L,15,26,1055,1112,2,1
0015-L,15,18,1324,1360,2,1
0015-L,15,14,1449,1548,2,1
0015-L,15,16,1577,1685,2,1
0016-L,16,26,124,161,1,1
0016-L,16,18,261,292,2,1
0016-L,16,27,427,473,0,1
0016-L,16,21,619,684,2,1
0016-L,16,24,749,808,2,1
0016-L,16,16,880,1016,2,1
0016-L,16,12,1148,1243,2,1
0016-L,16,14,1281,1366,2,1
0017-L,17,38,132,172,2,1
0017-L,17,23,248,402,2,1
0017-L,17,29,475,517,2,1
0017-L,17,48,639,900,2,1
0017-L,17,37,976,1126,2,1
0017-L,17,33,1291,1309,2,1
0017-L,17,36,1452,1518,2,1
0017-L,17,49,1589,1700,2,1
0017-L,17,34,1798,1820,2,1
0017-L,17,51,2012,2177,2,1
0017-L,17,30,2371,2591,2,1
0017-L,17,46,2736,2879,2,1
0017-L,17,28,3031,3128,1,1
0017-L,17,35,3187,3297,2,1
0017-L,17,19,3385,3458,2,1
0017-L,17,25,3534,3639,2,1
0017-L,17,1,3717,3783,2,1
0017-L,17,8,3925,4048,2,1
0017-L,17,3,4202,4361,2,1
0017-L,17,2,4478,4668,2,1
0017-L,17,10,4790,4993,2,1
0017-L,17,47,5096,5247,2,1
0017-L,17,38,5347,5377,2,1
0017-L,17,39,5441,5524,2,1
0017-L,17,29,5615,5632,2,1
0018-L,18,50,54,136,2,1
0018-L,18,6,229,303,2,1
0018-L,18,32,377,445,2,1
0018-L,18,4,521,590,2,1
0018-L,18,40,787,873,2,1
0018-L,18,9,884,934,2,1
0018-L,18,41,1205,1310,2,1
0018-L,18,42,1368,1521,2,1
0018-L,18,31,1522,1689,1,1
0018-L,18,15,1690,1773,2,1
0018-L,18,13,1857,1917,2,1
0018-L,18,45,2026,2194,0,1
0018-L,18,43,2218,2405,2,1
0018-L,18,11,2450,2500,2,1
0018-L,18,7,2628,2734,2,1
0018-L,18,38,2824,2859,2,1
0018-L,18,20,2950,3117,2,1
0018-L,18,29,3169,3215,2,1
0018-L,18,22,3290,3363,2,1
0018-L,18,44,3546,3704,1,1
0018-L,18,17,3713,3769,2,1
0018-L,18,5,3867,3939,2,1
0019-L,19,50,120,246,2,1
0019-L,19,3,364,563,2,1
0019-L,19,2,769,971,2,1
0019-L,19,48,1075,1289,2,1
0019-L,19,47,1492,1683,2,1
0019-L,19,37,1775,1850,2,1
0019-L,19,25,2009,2093,2,1
0019-L,19,33,2193,2240,2,1
0019-L,19,34,2390,2420,2,1
0019-L,19,6,2552,2669,2,1
0019-L,19,7,2749,2860,2,1
0019-L,19,13,2910,3000,2,1
0019-L,19,17,3085,3154,2,1
0019-L,19,36,3270,3322,2,1
0019-L,19,49,3425,3519,2,1
0019-L,19,30,3666,3828,2,1
0019-L,19,51,3987,4088,2,1
0019-L,19,46,4272,4388,2,1
0019-L,19,40,4544,4638,2,1
0019-L,19,28,4760,4858,0,1
0019-L,19,35,4884,4976,2,1
0019-L,19,1,5017,5063,2,1
0019-L,19,5,5142,5207,2,1
0020-L,20,32,77,171,2,1
0020-L,20,4,256,319,2,1
0020-L,20,31,394,518,2,1
0020-L,20,38,605,626,2,1
0020-L,20,23,751,909,2,1
0020-L,20,39,1014,1079,2,1
0020-L,20,20,1226,1422,2,1
0020-L,20,29,1506,1527,2,1
0020-L,20,9,1712,1763,2,1
0020-L,20,22,1884,1953,2,1
0020-L,20,19,2083,2136,2,1
0020-L,20,41,2206,2317,2,1
0020-L,20,8,2420,2564,2,1
0020-L,20,10,2688,2826,2,1
0020-L,20,44,2902,3021,2,1
0020-L,20,11,3030,3075,2,1
0020-L,20,15,3206,3279,2,1
0020-L,20,45,3321,3458,0,1
0020-L,20,42,3464,3595,0,1
0020-L,20,43,3633,3805,2,1
0021-L,21,38,111,124,2,1
0021-L,21,23,213,361,2,1
0021-L,21,29,405,467,2,1
0021-L,21,48,544,830,2,1
0021-L,21,37,896,1053,2,1
0021-L,21,33,1120,1166,2,1
0021-L,21,36,1229,1308,1,1
0021-L,21,49,1377,1473,1,1
0021-L,21,34,1528,1553,2,1
0021-L,21,51,1692,1869,2,1
0021-L,21,30,2019,2273,2,1
0021-L,21,46,2374,2466,2,1
0021-L,21,28,2630,2722,2,1
0021-L,21,35,2790,2851,2,1
0021-L,21,25,2957,3013,2,1
0021-L,21,19,3112,3212,2,1
0021-L,21,1,3317,3383,2,1
0021-L,21,8,3474,3572,2,1
0021-L,21,3,3725,3891,2,1
0021-L,21,2,4054,4175,2,1
0021-L,21,10,4270,4420,2,1
0021-L,21,47,4532,4677,2,1
0021-L,21,38,4747,4789,2,1
0021-L,21,39,4854,4940,2,1
0021-L,21,29,4994,5027,2,1
0022-L,22,50,75,167,2,1
0022-L,22,6,201,327,2,1
0022-L,22,32,371,446,2,1
0022-L,22,4,524,598,2,1
0022-L,22,40,767,830,2,1
0022-L,22,9,917,956,2,1
0022-L,22,41,1047,1109,2,1
0022-L,22,42,1221,1338,2,1
0022-L,22,31,1364,1451,1,1
0022-L,22,15,1509,1582,2,1
0022-L,22,45,1667,1800,2,1
0022-L,22,13,1851,1993,2,1
0022-L,22,43,1994,2162,2,1
0022-L,22,11,2220,2253,2,1
0022-L,22,7,2406,2503,2,1
0022-L,22,38,2611,2634,2,1
0022-L,22,20,2696,2840,2,1
0022-L,22,29,2951,3011,2,1
0022-L,22,22,3100,3191,2,1
0022-L,22,44,3287,3444,0,1
0022-L,22,17,3453,3505,2,1
0022-L,22,5,3571,3679,2,1
0023-L,23,50,80,187,2,1
0023-L,23,3,294,554,2,1
0023-L,23,2,671,821,2,1
0023-L,23,48,924,1299,2,1
0023-L,23,47,1400,1561,2,1
0023-L,23,37,1629,1876,2,1
0023-L,23,25,1955,2052,2,1
0023-L,23,33,2256,2296,2,1
0023-L,23,34,2418,2445,2,1
0023-L,23,6,2508,2622,2,1
0023-L,23,7,2682,2768,2,1
0023-L,23,13,2817,2937,2,1
0023-L,23,17,3010,3066,2,1
0023-L,23,36,3140,3213,1,1
0023-L,23,49,3254,3350,1,1
0023-L,23,30,3499,3749,2,1
0023-L,23,51,3847,4028,2,1
0023-L,23,46,4148,4248,2,1
0023-L,23,40,4401,4434,2,1
0023-L,23,28,4600,4682,2,1
0023-L,23,35,4737,4801,2,1
0023-L,23,1,4932,4975,2,1
0023-L,23,5,5040,5158,2,1
0024-L,24,32,58,139,0,1
0024-L,24,4,202,270,2,1
0024-L,24,31,308,392,1,1
0024-L,24,38,481,496,2,1
0024-L,24,39,653,740,2,1
0024-L,24,29,790,827,2,1
0024-L,24,38,888,946,2,1
0024-L,24,23,1051,1167,1,1
0024-L,24,20,1243,1452,2,1
0024-L,24,29,1492,1527,2,1
0024-L,24,9,1723,1752,2,1
0024-L,24,22,1842,1909,2,1
0024-L,24,19,2191,2258,2,1
0024-L,24,41,2396,2486,2,1
0024-L,24,8,2580,2776,2,1
0024-L,24,10,2901,3020,2,1
0024-L,24,44,3275,3365,2,1
0024-L,24,11,3466,3516,2,1
0024-L,24,15,3679,3740,2,1
0024-L,24,45,3776,3883,2,1
0024-L,24,42,3888,3982,2,1
0024-L,24,43,4045,4176,2,1
0025-L,25,26,343,409,2,1
0025-L,25,18,522,570,2,1
0025-L,25,27,762,828,2,1
0025-L,25,21,960,1041,2,1
0025-L,25,24,1104,1161,2,1
0025-L,25,16,1222,1327,2,1
0025-L,25,12,1402,1539,2,1
0025-L,25,14,1603,1689,2,1
0026-L,26,24,246,307,2,1
0026-L,26,12,437,568,2,1
0026-L,26,21,679,756,2,1
0026-L,26,27,831,897,2,1
0026-L,26,26,1116,1182,2,1
0026-L,26,18,1299,1338,2,1
0026-L,26,14,1418,1527,2,1
0026-L,26,16,1529,1648,2,1
0027-L,27,38,263,285,2,1
0027-L,27,23,346,516,2,1
0027-L,27,29,532,562,2,1
0027-L,27,48,642,992,2,1
0027-L,27,37,1029,1238,2,1
0027-L,27,33,1298,1333,2,1
0027-L,27,36,1398,1470,1,1
0027-L,27,49,1517,1624,1,1
0027-L,27,34,1668,1691,2,1
0027-L,27,51,1842,1998,2,1
0027-L,27,46,2083,2163,2,1
0027-L,27,30,2303,2536,2,1
0027-L,27,28,2602,2738,2,1
0027-L,27,35,2766,2937,2,1
0027-L,27,19,3018,3087,2,1
0027-L,27,25,3196,3273,2,1
0027-L,27,1,3322,3384,2,1
0027-L,27,2,3499,3656,2,1
0027-L,27,3,3778,3910,2,1
0027-L,27,8,3971,4156,2,1
0027-L,27,47,4203,4420,2,1
0027-L,27,10,4439,4618,2,1
0027-L,27,38,4679,4701,2,1
0027-L,27,39,4774,4876,2,1
0027-L,27,29,4935,4981,2,1
0028-L,28,6,103,208,2,1
0028-L,28,4,278,361,2,1
0028-L,28,32,446,503,2,1
0028-L,28,50,577,725,2,1
0028-L,28,9,948,990,2,1
0028-L,28,41,1073,1170,2,1
0028-L,28,42,1200,1450,2,1
0028-L,28,13,1450,1548,2,1
0028-L,28,15,1611,1715,2,1
0028-L,28,31,1764,1917,2,1
0028-L,28,43,1952,2116,2,1
0028-L,28,45,2153,2348,2,1
0028-L,28,38,2417,2450,2,1
0028-L,28,20,2512,2651,2,1
0028-L,28,29,2686,2749,2,1
0028-L,28,11,2815,2853,2,1
0028-L,28,7,3017,3071,2,1
0028-L,28,44,3171,3332,2,1
0028-L,28,5,3335,3446,2,1
0028-L,28,17,3507,3572,2,1
0028-L,28,22,3633,3716,2,1
0029-L,29,48,137,388,2,1
0029-L,29,6,392,533,2,1
0029-L,29,37,570,758,2,1
0029-L,29,47,994,1236,2,1
0029-L,29,2,1268,1434,2,1
0029-L,29,3,1660,1833,2,1
0029-L,29,33,1881,1937,2,1
0029-L,29,34,2021,2044,2,1
0029-L,29,7,2223,2314,2,1
0029-L,29,25,2357,2433,2,1
0029-L,29,36,2574,2645,2,1
0029-L,29,49,2694,2826,1,1
0029-L,29,17,2859,2912,2,1
0029-L,29,13,2985,3068,2,1
0029-L,29,30,3257,3564,2,1
0029-L,29,28,3631,3740,2,1
0029-L,29,51,3982,4080,2,1
0029-L,29,40,4233,4486,2,1
0029-L,29,9,4554,4582,2,1
0029-L,29,35,4720,4815,2,1
0029-L,29,1,5078,5126,2,1
0029-L,29,46,5273,5348,2,1
0029-L,29,5,5421,5530,2,1
0030-L,30,8,162,352,2,1
0030-L,30,19,426,479,2,1
0030-L,30,41,600,718,2,1
0030-L,30,31,766,924,2,1
0030-L,30,4,937,1014,2,1
0030-L,30,32,1069,1131,2,1
0030-L,30,38,1248,1285,2,1
0030-L,30,20,1384,1574,2,1
0030-L,30,39,1661,1768,2,1
0030-L,30,23,1831,1992,2,1
0030-L,30,29,2007,2069,2,1
0030-L,30,9,2315,2400,1,1
0030-L,30,10,2565,2731,2,1
0030-L,30,22,2799,2854,2,1
0030-L,30,11,3047,3092,2,1
0030-L,30,44,3262,3402,2,1
0030-L,30,42,3426,3573,2,1
0030-L,30,15,3624,3711,2,1
0030-L,30,43,3773,3911,2,1
0030-L,30,45,3940,4098,2,1
0031-L,31,38,108,162,2,1
0031-L,31,23,230,415,2,1
0031-L,31,39,426,518,2,1
0031-L,31,29,597,646,2,1
0031-L,31,48,802,990,2,1
0031-L,31,46,1158,1275,2,1
0031-L,31,37,1343,1490,2,1
0031-L,31,33,1619,1663,2,1
0031-L,31,36,1742,1791,2,1
0031-L,31,49,1899,1961,2,1
0031-L,31,34,2068,2093,2,1
0031-L,31,51,2312,2526,2,1
0031-L,31,28,2651,2732,2,1
0031-L,31,30,2890,3159,2,1
0031-L,31,35,3195,3267,1,1
0031-L,31,19,3364,3400,2,1
0031-L,31,25,3502,3687,2,1
0031-L,31,1,3755,3803,2,1
0031-L,31,8,3933,4023,2,1
0031-L,31,2,4150,4365,2,1
0031-L,31,3,4459,4625,2,1
0031-L,31,10,4696,4883,2,1
0031-L,31,47,4937,5075,2,1
0032-L,32,50,264,416,2,1
0032-L,32,6,431,548,2,1
0032-L,32,32,610,714,2,1
0032-L,32,40,892,1021,2,1
0032-L,32,9,1039,1077,2,1
0032-L,32,4,1160,1208,2,1
0032-L,32,41,1310,1368,2,1
0032-L,32,42,1524,1671,2,1
0032-L,32,45,1674,1829,2,1
0032-L,32,43,1831,1995,1,1
0032-L,32,31,2001,2140,1,1
0032-L,32,15,2143,2221,2,1
0032-L,32,13,2278,2367,2,1
0032-L,32,11,2495,2519,0,1
0032-L,32,7,2885,2967,2,1
0032-L,32,38,3024,3051,2,1
0032-L,32,20,3107,3242,2,1
0032-L,32,29,3275,3321,2,1
0032-L,32,44,3380,3495,2,1
0032-L,32,22,3639,3703,2,1
0032-L,32,17,3776,3823,2,1
0032-L,32,5,3895,3951,2,1
0033-L,33,50,134,225,2,1
0033-L,33,3,313,455,2,1
0033-L,33,2,508,680,2,1
0033-L,33,48,753,948,2,1
0033-L,33,47,1057,1215,2,1
0033-L,33,25,1234,1390,2,1
0033-L,33,33,1443,1486,2,1
0033-L,33,34,1607,1626,2,1
0033-L,33,37,1708,1870,2,1
0033-L,33,6,2053,2090,2,1
0033-L,33,7,2159,2304,2,1
0033-L,33,13,2313,2393,2,1
0033-L,33,36,2496,2539,2,1
0033-L,33,49,2626,2690,2,1
0033-L,33,17,2825,2874,2,1
0033-L,33,30,2950,3243,1,1
0033-L,33,51,3283,3441,2,1
0033-L,33,46,3491,3638,2,1
0033-L,33,28,3720,3811,0,1
0033-L,33,40,3918,4043,2,1
0033-L,33,35,4127,4203,0,1
0033-L,33,1,4262,4303,2,1
0033-L,33,5,4360,4434,1,1
0034-L,34,38,154,178,2,1
0034-L,34,23,273,452,2,1
0034-L,34,39,459,559,2,1
0034-L,34,20,614,743,2,1
0034-L,34,29,778,814,2,1
0034-L,34,32,916,1028,2,1
0034-L,34,4,1048,1122,2,1
0034-L,34,31,1219,1327,2,1
0034-L,34,9,1537,1582,2,1
0034-L,34,22,1670,1740,2,1
0034-L,34,19,1916,1965,2,1
0034-L,34,41,2075,2153,2,1
0034-L,34,8,2265,2387,2,1
0034-L,34,10,2531,2699,2,1
0034-L,34,44,2746,2898,2,1
0034-L,34,15,3203,3271,2,1
0034-L,34,45,3344,3494,2,1
0034-L,34,42,3506,3640,2,1
0034-L,34,43,3678,3838,2,1
0035-L,35,24,178,256,2,1
0035-L,35,12,388,488,2,1
0035-L,35,21,594,677,2,1
0035-L,35,27,789,847,2,1
0035-L,35,26,933,1026,2,1
0035-L,35,18,1052,1093,2,1
0035-L,35,14,1127,1203,2,1
0035-L,35,16,1267,1344,2,1
0036-L,36,26,206,265,2,1
0036-L,36,18,395,446,2,1
0036-L,36,27,530,594,2,1
0036-L,36,24,704,773,2,1
0036-L,36,21,830,887,2,1
0036-L,36,16,991,1086,2,1
0036-L,36,14,1144,1224,2,1
0037-L,37,48,121,323,2,1
0037-L,37,38,372,418,2,1
0037-L,37,23,429,681,2,1
0037-L,37,39,683,837,2,1
0037-L,37,29,863,890,2,1
0037-L,37,37,958,1080,2,1
0037-L,37,36,1217,1269,2,1
0037-L,37,49,1377,1440,2,1
0037-L,37,51,1605,1797,2,1
0037-L,37,19,1882,1927,2,1
0037-L,37,46,2051,2191,2,1
0037-L,37,28,2289,2376,1,1
0037-L,37,30,2441,2657,2,1
0037-L,37,25,2699,2797,2,1
0037-L,37,35,2890,2957,1,1
0037-L,37,33,3104,3151,2,1
0037-L,37,34,3270,3300,2,1
0037-L,37,1,3447,3488,2,1
0037-L,37,8,3639,3771,2,1
0037-L,37,3,3898,4099,2,1
0037-L,37,2,4189,4413,2,1
0037-L,37,10,4492,4720,2,1
0037-L,37,47,4847,5059,2,1
0038-L,38,50,165,331,1,1
0038-L,38,6,406,536,2,1
0038-L,38,32,652,769,2,1
0038-L,38,4,996,1124,2,1
0038-L,38,9,1579,1640,2,1
0038-L,38,41,1770,1865,2,1
0038-L,38,42,1926,2087,2,1
0038-L,38,31,2099,2218,2,1
0038-L,38,15,2293,2393,2,1
0038-L,38,13,2494,2573,2,1
0038-L,38,45,2691,2834,2,1
0038-L,38,43,2841,3010,2,1
0038-L,38,11,3082,3136,2,1
0038-L,38,7,3280,3365,2,1
0038-L,38,38,3430,3456,2,1
0038-L,38,23,3480,3542,2,1
0038-L,38,20,3543,3690,2,1
0038-L,38,29,3732,3757,2,1
0038-L,38,22,3883,3939,2,1
0038-L,38,44,4033,4155,2,1
0038-L,38,17,4233,4284,2,1
0038-L,38,5,4371,4437,2,1
0039-L,39,48,138,426,2,1
0039-L,39,50,441,602,2,1
0039-L,39,3,645,838,2,1
0039-L,39,2,872,1109,2,1
0039-L,39,37,1155,1260,2,1
0039-L,39,47,1448,1670,2,1
0039-L,39,25,1684,1812,2,1
0039-L,39,33,1903,1956,2,1
0039-L,39,36,2040,2088,2,1
0039-L,39,49,2176,2249,2,1
0039-L,39,34,2327,2364,2,1
0039-L,39,6,2489,2578,2,1
0039-L,39,7,2691,2757,2,1
0039-L,39,13,2833,2957,2,1
0039-L,39,17,3056,3117,2,1
0039-L,39,30,3345,3588,2,1
0039-L,39,51,3681,3836,2,1
0039-L,39,28,3912,3980,2,1
0039-L,39,35,4017,4095,2,1
0039-L,39,46,4116,4224,2,1
0039-L,39,40,4447,4504,2,1
0039-L,39,9,4549,4604,2,1
0039-L,39,1,4663,4713,2,1
0039-L,39,5,4792,4848,2,1
0040-L,40,32,166,273,2,1
0040-L,40,31,322,486,2,1
0040-L,40,4,520,599,2,1
0040-L,40,38,714,758,2,1
0040-L,40,23,783,1000,2,1
0040-L,40,29,1004,1026,2,1
0040-L,40,9,1300,1324,2,1
0040-L,40,22,1410,1470,2,1
0040-L,40,19,1577,1621,2,1
0040-L,40,41,1744,1819,2,1
0040-L,40,38,1890,1920,2,1
0040-L,40,39,2103,2239,2,1
0040-L,40,20,2294,2480,2,1
0040-L,40,29,2549,2588,2,1
0040-L,40,8,2785,2959,2,1
0040-L,40,10,3074,3297,2,1
0040-L,40,44,3324,3493,2,1
0040-L,40,45,3521,3694,2,1
0040-L,40,42,3755,3955,2,1
0040-L,40,15,4071,4186,2,1
0040-L,40,11,4266,4320,2,1
0040-L,40,43,4456,4628,2,1
0041-L,41,38,190,233,2,1
0041-L,41,23,324,493,2,1
0041-L,41,29,550,618,2,1
0041-L,41,48,779,977,2,1
0041-L,41,33,1080,1134,2,1
0041-L,41,36,1201,1257,2,1
0041-L,41,49,1379,1455,2,1
0041-L,41,34,1545,1573,2,1
0041-L,41,37,1806,1930,2,1
0041-L,41,51,2187,2475,2,1
0041-L,41,46,2513,2652,2,1
0041-L,41,28,2731,2829,2,1
0041-L,41,30,2925,3301,2,1
